"","Poll_spec","Poll_order","Julian_day","Plant_spec","Freq","Period"
"864","Pseudomasaris vespoides","Hymenoptera",205,"Penstemon glaber",2,"Past"
"865","Pseudomasaris vespoides","Hymenoptera",182,"Penstemon glaber",2,"Past"
"866","Pseudomasaris vespoides","Hymenoptera",176,"Penstemon glaber",21,"Past"
"867","Pseudomasaris vespoides","Hymenoptera",178,"Penstemon glaber",16,"Past"
"868","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",2,"Past"
"869","Pseudomasaris vespoides","Hymenoptera",194,"Penstemon glaber",4,"Past"
"870","Pseudomasaris vespoides","Hymenoptera",205,"Penstemon glaber",4,"Past"
"871","Pseudomasaris vespoides","Hymenoptera",182,"Penstemon glaber",1,"Past"
"872","Pseudomasaris vespoides","Hymenoptera",178,"Penstemon glaber",8,"Past"
"873","Pseudomasaris vespoides","Hymenoptera",191,"Penstemon glaber",5,"Past"
"874","Pseudomasaris vespoides","Hymenoptera",193,"Penstemon glaber",4,"Past"
"875","Pseudomasaris vespoides","Hymenoptera",199,"Penstemon glaber",4,"Past"
"876","Pseudomasaris vespoides","Hymenoptera",178,"Penstemon glaber",36,"Past"
"877","Pseudomasaris vespoides","Hymenoptera",191,"Penstemon glaber",22,"Past"
"878","Pseudomasaris vespoides","Hymenoptera",193,"Penstemon glaber",3,"Past"
"879","Pseudomasaris vespoides","Hymenoptera",199,"Penstemon glaber",8,"Past"
"880","Pseudomasaris vespoides","Hymenoptera",164,"Penstemon virens",2,"Past"
"881","Pseudomasaris vespoides","Hymenoptera",170,"Penstemon virens",1,"Past"
"882","Pseudomasaris vespoides","Hymenoptera",166,"Penstemon virens",1,"Past"
"883","Pseudomasaris vespoides","Hymenoptera",169,"Penstemon virens",2,"Past"
"884","Pseudomasaris vespoides","Hymenoptera",227,"Monarda fistulosa",1,"Past"
"885","Pseudomasaris vespoides","Hymenoptera",188,"Rubus idaeus var. strigosus",4,"Past"
"886","Pseudomasaris vespoides","Hymenoptera",187,"Rubus idaeus var. strigosus",2,"Past"
"887","Pseudomasaris vespoides","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Past"
"888","Pseudomasaris vespoides","Hymenoptera",188,"Opulaster",1,"Past"
"889","Pseudomasaris vespoides","Hymenoptera",195,"Rubus idaeus var. strigosus",6,"Past"
"890","Pseudomasaris vespoides","Hymenoptera",195,"Frasera speciosa",1,"Past"
"891","Pseudomasaris vespoides","Hymenoptera",199,"Rubus idaeus var. strigosus",3,"Past"
"892","Pseudomasaris vespoides","Hymenoptera",185,"Rubus idaeus var. strigosus",4,"Past"
"893","Pseudomasaris vespoides","Hymenoptera",185,"Penstemon secundiflorus",4,"Past"
"894","Pseudomasaris vespoides","Hymenoptera",185,"Scrophularia nodosa",4,"Past"
"895","Pseudomasaris vespoides","Hymenoptera",193,"Rubus idaeus var. strigosus",8,"Past"
"896","Pseudomasaris vespoides","Hymenoptera",176,"Prunus demissa",1,"Past"
"897","Pseudomasaris vespoides","Hymenoptera",184,"Rubus deliciosus",2,"Past"
"898","Pseudomasaris vespoides","Hymenoptera",187,"Rubus idaeus var. strigosus",4,"Past"
"899","Pseudomasaris vespoides","Hymenoptera",188,"Rubus idaeus var. strigosus",5,"Past"
"900","Pseudomasaris vespoides","Hymenoptera",184,"Penstemon secundiflorus",5,"Past"
"901","Pseudomasaris vespoides","Hymenoptera",184,"Scrophularia nodosa",8,"Past"
"902","Pseudomasaris vespoides","Hymenoptera",184,"Penstemon secundiflorus",6,"Past"
"903","Pseudomasaris vespoides","Hymenoptera",184,"Scrophularia nodosa",8,"Past"
"904","Pseudomasaris vespoides","Hymenoptera",202,"Penstemon glaber",21,"Past"
"905","Pseudomasaris vespoides","Hymenoptera",182,"Geranium caespitosum",1,"Past"
"906","Pseudomasaris vespoides","Hymenoptera",184,"Penstemon virens",2,"Past"
"907","Pseudomasaris vespoides","Hymenoptera",184,"Penstemon secundiflorus",1,"Past"
"908","Pseudomasaris vespoides","Hymenoptera",184,"Scrophularia nodosa",3,"Past"
"909","Pseudomasaris vespoides","Hymenoptera",217,"Calochortus gunnisoni",1,"Past"
"1000","Andrena crataegi","Hymenoptera",168,"Prunus virginiana var. melanocarpa",1,"Present"
"1001","Andrena crataegi","Hymenoptera",176,"Prunus virginiana var. melanocarpa",1,"Present"
"1004","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1005","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1006","Anthophora terminalis","Hymenoptera",201,"Phacelia hasta/heterophylla",1,"Present"
"1007","Anthophora terminalis","Hymenoptera",202,"Rosa acicularis subsp. sayi",1,"Present"
"1008","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1009","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1010","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1011","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1012","Anthophora terminalis","Hymenoptera",196,"Geranium richardsonii",1,"Present"
"1014","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1015","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1017","Anthophora terminalis","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1018","Anthophora terminalis","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1019","Anthophora terminalis","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1020","Anthophora terminalis","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1021","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1023","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1024","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1025","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1026","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1027","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1028","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1029","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1030","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1031","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1032","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1033","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1034","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1035","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1037","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1038","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1039","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1040","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1041","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1042","Anthophora terminalis","Hymenoptera",188,"Aquilegia coerulea",1,"Present"
"1043","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1044","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1045","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1046","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1047","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1048","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1049","Anthophora terminalis","Hymenoptera",191,"Delphinium ramosum",1,"Present"
"1050","Anthophora terminalis","Hymenoptera",191,"Delphinium ramosum",1,"Present"
"1051","Anthophora terminalis","Hymenoptera",203,"Rubus idaeus var. strigosus",1,"Present"
"1052","Anthophora terminalis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"1053","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1054","Anthophora terminalis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"1055","Anthophora terminalis","Hymenoptera",175,"Aquilegia coerulea",1,"Present"
"1056","Anthophora terminalis","Hymenoptera",191,"Delphinium ramosum",1,"Present"
"1057","Anthophora terminalis","Hymenoptera",180,"Rubus idaeus var. strigosus",1,"Present"
"1058","Anthophora terminalis","Hymenoptera",181,"Rubus idaeus var. strigosus",1,"Present"
"1059","Anthophora terminalis","Hymenoptera",181,"Rubus idaeus var. strigosus",1,"Present"
"1060","Anthophora terminalis","Hymenoptera",195,"Rosa acicularis subsp. sayi",1,"Present"
"1061","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1062","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1063","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1064","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1065","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1066","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1067","Anthophora terminalis","Hymenoptera",178,"Penstemon glaber",1,"Present"
"1068","Anthophora terminalis","Hymenoptera",212,"Geranium caespitosum",1,"Present"
"1069","Anthophora terminalis","Hymenoptera",212,"Geranium caespitosum",1,"Present"
"1070","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1071","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1072","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1073","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1074","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1075","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1076","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1077","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1078","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1079","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1080","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1081","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1082","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1083","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1084","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1085","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1086","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1088","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1089","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1090","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1091","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1092","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1093","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1094","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1095","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1096","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1097","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1098","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1099","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1100","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1101","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1102","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1103","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1104","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1105","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1106","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1107","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1108","Anthophora terminalis","Hymenoptera",203,"Chamaenerion angustifolium",1,"Present"
"1109","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1110","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1111","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1112","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1114","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1115","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1116","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1117","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1118","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1119","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1120","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1141","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1142","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1157","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1158","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1159","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1160","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1161","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1195","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1196","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1197","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1198","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1200","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1201","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1207","Pseudomasaris vespoides","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1208","Pseudomasaris vespoides","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1209","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1216","Hylaeus annulatus","Hymenoptera",201,"Antennaria microphylla",1,"Present"
"1217","Hylaeus wootoni","Hymenoptera",201,"Antennaria microphylla",1,"Present"
"1222","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1223","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1225","Megachile melanophaea","Hymenoptera",155,"Packera werneriifolia",1,"Present"
"1227","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1228","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1231","Megachile melanophaea","Hymenoptera",201,"Campanula rotundifolia",1,"Present"
"1240","Hylaeus wootoni","Hymenoptera",201,"Rubus deliciosus",1,"Present"
"1241","Anthophora terminalis","Hymenoptera",176,"Penstemon glaber",1,"Present"
"1243","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1244","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1245","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1269","Andrena crataegi","Hymenoptera",157,"Prunus virginiana var. melanocarpa",1,"Present"
"1270","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1271","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1273","Anthophora terminalis","Hymenoptera",199,"Oenothera villosa",1,"Present"
"1282","Osmia proxima","Hymenoptera",155,"Penstemon virens",1,"Present"
"1284","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1285","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1287","Andrena crataegi","Hymenoptera",157,"Prunus virginiana var. melanocarpa",1,"Present"
"1289","Anthophora terminalis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"1302","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1314","Anthophora terminalis","Hymenoptera",188,"Geranium caespitosum",1,"Present"
"1315","Anthophora terminalis","Hymenoptera",188,"Rosa acicularis subsp. sayi",1,"Present"
"1316","Anthophora terminalis","Hymenoptera",194,"Frasera speciosa",1,"Present"
"1317","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1318","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1319","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1335","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1336","Anthophora terminalis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"1337","Anthophora terminalis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"1338","Anthophora terminalis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"1339","Anthophora terminalis","Hymenoptera",197,"Cirsium scariosum/scopulorum",1,"Present"
"1340","Anthophora terminalis","Hymenoptera",204,"Penstemon glaber",1,"Present"
"1341","Anthophora terminalis","Hymenoptera",204,"Penstemon glaber",1,"Present"
"1342","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1343","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1346","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1347","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1349","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1350","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1352","Anthophora terminalis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"1354","Anthophora terminalis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"1356","Hylaeus wootoni","Hymenoptera",201,"Potentilla hippiana",1,"Present"
"1359","Anthophora terminalis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"1360","Megachile melanophaea","Hymenoptera",155,"Pedicularis canadensis subsp. fluviatilis",1,"Present"
"1364","Anthophora terminalis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"1365","Hylaeus annulatus","Hymenoptera",201,"Geranium richardsonii",1,"Present"
"1366","Hylaeus wootoni","Hymenoptera",201,"Erigeron formosissimus",1,"Present"
"1370","Megachile melanophaea","Hymenoptera",201,"Campanula parryi var. parryi",1,"Present"
"1372","Anthophora terminalis","Hymenoptera",217,"Gentianella acuta",1,"Present"
"1373","Anthophora terminalis","Hymenoptera",187,"Rosa acicularis subsp. sayi",1,"Present"
"1374","Megachile melanophaea","Hymenoptera",196,"Campanula parryi var. parryi",1,"Present"
"1375","Megachile melanophaea","Hymenoptera",196,"Campanula parryi var. parryi",1,"Present"
"1376","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1377","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1378","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1379","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1380","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1381","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1382","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1392","Osmia bruneri","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1393","Osmia bruneri","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1397","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1400","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1401","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1407","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1408","Anthophora terminalis","Hymenoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"1409","Anthophora terminalis","Hymenoptera",175,"Penstemon glaber",1,"Present"
"1410","Anthophora terminalis","Hymenoptera",177,"Penstemon virens",1,"Present"
"1411","Anthophora terminalis","Hymenoptera",177,"Penstemon virens",1,"Present"
"1412","Anthophora terminalis","Hymenoptera",170,"Aquilegia coerulea",1,"Present"
"1413","Anthophora terminalis","Hymenoptera",175,"Rosa acicularis subsp. sayi",1,"Present"
"1414","Anthophora terminalis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"1416","Anthophora terminalis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"1417","Anthophora terminalis","Hymenoptera",184,"Rosa acicularis subsp. sayi",1,"Present"
"1419","Anthophora terminalis","Hymenoptera",184,"Rosa acicularis subsp. sayi",1,"Present"
"1422","Hylaeus wootoni","Hymenoptera",201,"Achillea millefolium",1,"Present"
"1431","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1432","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1433","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1434","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1435","Anthophora terminalis","Hymenoptera",214,"Aconitum columbianum",1,"Present"
"1436","Anthophora terminalis","Hymenoptera",175,"Rubus idaeus",1,"Present"
"1446","Anthophora terminalis","Hymenoptera",182,"Rubus idaeus",1,"Present"
"1448","Anthophora terminalis","Hymenoptera",182,"Rubus idaeus",1,"Present"
"1449","Anthophora terminalis","Hymenoptera",182,"Rubus idaeus",1,"Present"
"1450","Anthophora terminalis","Hymenoptera",182,"Rubus idaeus",1,"Present"
"1451","Anthophora terminalis","Hymenoptera",182,"Rubus idaeus",1,"Present"
"1452","Anthophora terminalis","Hymenoptera",182,"Rubus idaeus",2,"Present"
"1456","Hylaeus wootoni","Hymenoptera",201,"Heterotheca villosa",1,"Present"
"1459","Anthophora terminalis","Hymenoptera",208,"Geum rivale",1,"Present"
"1460","Anthophora terminalis","Hymenoptera",208,"Geum rivale",1,"Present"
"1461","Anthophora terminalis","Hymenoptera",192,"Geum rivale",1,"Present"
"1462","Anthophora terminalis","Hymenoptera",189,"Geum rivale",1,"Present"
"1463","Anthophora terminalis","Hymenoptera",189,"Dodecatheon pulchellum",1,"Present"
"1464","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1465","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1466","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1467","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1468","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1469","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1470","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1471","Anthophora terminalis","Hymenoptera",199,"Geranium richardsonii",1,"Present"
"1472","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1473","Anthophora terminalis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"1476","Hoplitis albifrons","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1490","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1496","Anthophora terminalis","Hymenoptera",213,"Delphinium ramosum",1,"Present"
"1497","Anthophora terminalis","Hymenoptera",193,"Rosa acicularis subsp. sayi",1,"Present"
"1498","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1499","Hylaeus wootoni","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1507","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1509","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1510","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1511","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1512","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1513","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1514","Anthophora terminalis","Hymenoptera",193,"Aliciella pinnatifida",1,"Present"
"1515","Anthophora terminalis","Hymenoptera",194,"Rosa acicularis subsp. sayi",1,"Present"
"1516","Anthophora terminalis","Hymenoptera",194,"Rosa acicularis subsp. sayi",1,"Present"
"1517","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1519","Hylaeus wootoni","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1529","Pseudomasaris vespoides","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1530","Pseudomasaris vespoides","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1531","Pseudomasaris vespoides","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1538","Anthophora ursina","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1539","Anthophora ursina","Hymenoptera",178,"Penstemon glaber",1,"Present"
"1540","Anthophora ursina","Hymenoptera",188,"Rosa acicularis subsp. sayi",1,"Present"
"1541","Hylaeus annulatus","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1544","Hylaeus wootoni","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1546","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",1,"Present"
"1551","Osmia densa","Hymenoptera",201,"Aliciella pinnatifida",1,"Present"
"1553","Pseudomasaris vespoides","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1555","Anthophora ursina","Hymenoptera",188,"Rosa acicularis subsp. sayi",1,"Present"
"1556","Anthophora ursina","Hymenoptera",185,"Scutellaria brittonii",1,"Present"
"1557","Anthophora ursina","Hymenoptera",177,"Penstemon virens",1,"Present"
"1558","Anthophora ursina","Hymenoptera",177,"Penstemon virens",1,"Present"
"1559","Anthophora ursina","Hymenoptera",177,"Mertensia ciliata",1,"Present"
"1560","Anthophora ursina","Hymenoptera",177,"Mertensia ciliata",1,"Present"
"1561","Anthophora ursina","Hymenoptera",175,"Rosa acicularis subsp. sayi",1,"Present"
"1562","Anthophora ursina","Hymenoptera",175,"Rosa acicularis subsp. sayi",1,"Present"
"1563","Anthophora ursina","Hymenoptera",167,"Penstemon virens",1,"Present"
"1566","Anthophora ursina","Hymenoptera",183,"Penstemon virens",1,"Present"
"1572","Anthophora ursina","Hymenoptera",149,"Penstemon virens",1,"Present"
"1573","Hylaeus basalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1578","Hoplitis albifrons","Hymenoptera",188,"Calochortus gunnisoni",1,"Present"
"1585","Anthophora ursina","Hymenoptera",165,"Penstemon virens",1,"Present"
"1586","Anthophora ursina","Hymenoptera",161,"Rubus deliciosus",1,"Present"
