"","Poll_spec","Poll_order","Julian_day","Plant_spec","Freq","Period"
"1019","Anthophora terminalis","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1020","Anthophora terminalis","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1021","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1022","Cheilosia spp.","Diptera",161,"Rubus deliciosus",1,"Present"
"1023","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1024","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1025","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1026","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1027","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1028","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1029","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1030","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1031","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1032","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1033","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1034","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1035","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1036","Cheilosia spp.","Diptera",179,"Penstemon glaber",1,"Present"
"1037","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1038","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1039","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1040","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1041","Anthophora terminalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1042","Anthophora terminalis","Hymenoptera",188,"Aquilegia coerulea",1,"Present"
"1043","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1044","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1045","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1046","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1047","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1048","Anthophora terminalis","Hymenoptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1051","Anthophora terminalis","Hymenoptera",203,"Rubus idaeus var. strigosus",1,"Present"
"1052","Anthophora terminalis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"1053","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1054","Anthophora terminalis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"1055","Anthophora terminalis","Hymenoptera",175,"Aquilegia coerulea",1,"Present"
"1057","Anthophora terminalis","Hymenoptera",180,"Rubus idaeus var. strigosus",1,"Present"
"1058","Anthophora terminalis","Hymenoptera",181,"Rubus idaeus var. strigosus",1,"Present"
"1059","Anthophora terminalis","Hymenoptera",181,"Rubus idaeus var. strigosus",1,"Present"
"1061","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1062","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1063","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1064","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1065","Anthophora terminalis","Hymenoptera",191,"Rubus idaeus var. strigosus",1,"Present"
"1066","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1067","Anthophora terminalis","Hymenoptera",178,"Penstemon glaber",1,"Present"
"1068","Anthophora terminalis","Hymenoptera",212,"Geranium caespitosum",1,"Present"
"1069","Anthophora terminalis","Hymenoptera",212,"Geranium caespitosum",1,"Present"
"1070","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1071","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1072","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1073","Anthophora terminalis","Hymenoptera",212,"Penstemon glaber",1,"Present"
"1074","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1075","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1076","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1077","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1078","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1079","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1080","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1081","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1082","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1083","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1084","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1085","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1086","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1087","Cheilosia spp.","Diptera",167,"Rubus deliciosus",1,"Present"
"1088","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1089","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1090","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1091","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1092","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1093","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1094","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1095","Anthophora terminalis","Hymenoptera",195,"Penstemon glaber",1,"Present"
"1096","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1097","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1098","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1099","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1100","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1101","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1102","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1103","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1104","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1105","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1106","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1107","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1108","Anthophora terminalis","Hymenoptera",203,"Chamaenerion angustifolium",1,"Present"
"1109","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1110","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1111","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1112","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1113","Anthrax spp.","Diptera",157,"Rubus deliciosus",1,"Present"
"1114","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1115","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1116","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1117","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1118","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1119","Anthophora terminalis","Hymenoptera",185,"Penstemon glaber",1,"Present"
"1120","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1122","Muscidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1123","Muscidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1124","Muscidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1125","Muscidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1126","Thricops spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1127","Thricops spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1128","Ptilodexia sp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1129","Lasioglossum (Dialictus) spp.","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1130","Lasioglossum (Dialictus) spp.","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1131","Lasioglossum (Lasioglossum) spp.","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1132","Lasioglossum (Lasioglossum) spp.","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1133","Lasioglossum (Lasioglossum) spp.","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1134","Torymidae spp.","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1137","Thricops spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1138","Sarcophagidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1139","Acmaeops pratensis","Coleoptera",180,"Geranium caespitosum",1,"Present"
"1141","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1142","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1144","Muscidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1148","Tapinoma sessile","Hymenoptera",182,"Rubus deliciosus",1,"Present"
"1151","Acmaeops pratensis","Coleoptera",165,"Rubus deliciosus",1,"Present"
"1152","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1153","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1154","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1155","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1156","Tapinoma sessile","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1157","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1158","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1159","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1160","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1161","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1162","Acmaeops pratensis","Coleoptera",165,"Rubus deliciosus",1,"Present"
"1163","Acmaeops pratensis","Coleoptera",165,"Rubus deliciosus",1,"Present"
"1164","Tapinoma sessile","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1165","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1166","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1167","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1168","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1169","Acmaeops pratensis","Coleoptera",165,"Rubus deliciosus",1,"Present"
"1172","Anastrangalia sanguinea","Coleoptera",184,"Geranium caespitosum",1,"Present"
"1173","Acmaeops pratensis","Coleoptera",184,"Geranium caespitosum",1,"Present"
"1175","Acmaeops pratensis","Coleoptera",161,"Rubus deliciosus",1,"Present"
"1176","Acmaeops pratensis","Coleoptera",181,"Geranium caespitosum",1,"Present"
"1177","Acmaeops pratensis","Coleoptera",199,"Geranium caespitosum",1,"Present"
"1178","Acmaeops pratensis","Coleoptera",199,"Geranium caespitosum",1,"Present"
"1179","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1180","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1181","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1182","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1183","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1184","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1185","Formica argentea","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1186","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1187","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1188","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1189","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1190","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1191","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1192","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1193","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1194","Myrmica incompleta","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1195","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1196","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1197","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1198","Pseudomasaris vespoides","Hymenoptera",179,"Penstemon glaber",1,"Present"
"1199","Phyciodes mylitta","Lepidoptera",179,"Geranium caespitosum",1,"Present"
"1200","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1201","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1202","Formica (rufa group) sp.","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1203","Formica lasioides","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1204","Formica lasioides","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1205","Tapinoma sessile","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1206","Tapinoma sessile","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1207","Pseudomasaris vespoides","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1208","Pseudomasaris vespoides","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1209","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1210","Formica (rufa group) sp.","Hymenoptera",182,"Penstemon glaber",1,"Present"
"1211","Formica (rufa group) sp.","Hymenoptera",182,"Penstemon glaber",1,"Present"
"1212","Formica lasioides","Hymenoptera",182,"Penstemon glaber",1,"Present"
"1213","Formica lasioides","Hymenoptera",182,"Penstemon glaber",1,"Present"
"1214","Myrmica incompleta","Hymenoptera",182,"Penstemon glaber",1,"Present"
"1215","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1220","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1221","Acmaeops pratensis","Coleoptera",167,"Rubus deliciosus",1,"Present"
"1222","Anthophora terminalis","Hymenoptera",189,"Penstemon glaber",1,"Present"
"1223","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1227","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1228","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1229","Acmaeops pratensis","Coleoptera",168,"Rubus deliciosus",1,"Present"
"1239","Acmaeops proteus","Coleoptera",164,"Rubus deliciosus",1,"Present"
"1240","Hylaeus wootoni","Hymenoptera",201,"Rubus deliciosus",1,"Present"
"1241","Anthophora terminalis","Hymenoptera",176,"Penstemon glaber",1,"Present"
"1243","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1244","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1245","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1246","Acmaeops proteus","Coleoptera",193,"Penstemon glaber",1,"Present"
"1248","Altica torquata","Coleoptera",187,"Rubus deliciosus",1,"Present"
"1251","Anthrax spp.","Diptera",180,"Geranium caespitosum",1,"Present"
"1257","Cheilosia spp.","Diptera",188,"Rubus idaeus var. strigosus",1,"Present"
"1265","Cheilosia spp.","Diptera",163,"Rubus deliciosus",1,"Present"
"1270","Anthophora terminalis","Hymenoptera",196,"Geranium caespitosum",1,"Present"
"1271","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1274","Halictus rubicundus","Hymenoptera",165,"Rubus deliciosus",1,"Present"
"1275","Halictus rubicundus","Hymenoptera",165,"Rubus deliciosus",1,"Present"
"1276","Halictus rubicundus","Hymenoptera",165,"Rubus deliciosus",1,"Present"
"1277","Lasioglossum (Dialictus) spp.","Hymenoptera",165,"Rubus deliciosus",1,"Present"
"1278","Osmia spp.","Hymenoptera",165,"Rubus deliciosus",1,"Present"
"1279","Amphivectura monticola","Coleoptera",199,"Geranium caespitosum",1,"Present"
"1281","Amphivectura monticola","Coleoptera",199,"Geranium caespitosum",1,"Present"
"1282","Osmia proxima","Hymenoptera",155,"Penstemon virens",1,"Present"
"1283","Osmia tristella","Hymenoptera",155,"Penstemon virens",1,"Present"
"1284","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1285","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1286","Amphivectura monticola","Coleoptera",199,"Geranium caespitosum",1,"Present"
"1288","Andrena cyanophila","Hymenoptera",157,"Rubus deliciosus",1,"Present"
"1289","Anthophora terminalis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"1290","Anthrax spp.","Diptera",167,"Rubus deliciosus",1,"Present"
"1295","Amphivectura monticola","Coleoptera",218,"Geranium caespitosum",1,"Present"
"1296","Bombylius spp.","Diptera",175,"Penstemon virens",1,"Present"
"1297","Cheilosia spp.","Diptera",199,"Geranium caespitosum",1,"Present"
"1299","Bombylius spp.","Diptera",169,"Penstemon virens",1,"Present"
"1302","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1308","Anthomyiidae spp.","Diptera",182,"Rubus deliciosus",1,"Present"
"1309","Empis spp.","Diptera",155,"Geranium richardsonii",1,"Present"
"1310","Lestica spp.","Hymenoptera",155,"Geranium richardsonii",1,"Present"
"1313","Anthomyiidae spp.","Diptera",182,"Penstemon glaber",1,"Present"
"1314","Anthophora terminalis","Hymenoptera",188,"Geranium caespitosum",1,"Present"
"1317","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1318","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1319","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1335","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1336","Anthophora terminalis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"1337","Anthophora terminalis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"1338","Anthophora terminalis","Hymenoptera",197,"Chamaenerion angustifolium",1,"Present"
"1340","Anthophora terminalis","Hymenoptera",204,"Penstemon glaber",1,"Present"
"1341","Anthophora terminalis","Hymenoptera",204,"Penstemon glaber",1,"Present"
"1342","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1343","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1344","Lasioglossum (Dialictus) spp.","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1346","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1347","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1349","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1350","Anthophora terminalis","Hymenoptera",204,"Chamaenerion angustifolium",1,"Present"
"1352","Anthophora terminalis","Hymenoptera",207,"Geranium caespitosum",1,"Present"
"1354","Anthophora terminalis","Hymenoptera",216,"Chamaenerion angustifolium",1,"Present"
"1359","Anthophora terminalis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"1364","Anthophora terminalis","Hymenoptera",217,"Chamaenerion angustifolium",1,"Present"
"1365","Hylaeus annulatus","Hymenoptera",201,"Geranium richardsonii",1,"Present"
"1371","Piruna pirus","Lepidoptera",201,"Geranium richardsonii",1,"Present"
"1376","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1377","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1378","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1379","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1380","Anthophora terminalis","Hymenoptera",200,"Chamaenerion angustifolium",1,"Present"
"1381","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1382","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1383","Hylaeus verticalis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1384","Formica (fusca group) spp.","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1385","Formica (rufa group) sp.","Hymenoptera",201,"Penstemon glaber",2,"Present"
"1386","Osmia albolateralis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1387","Osmia brevis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1388","Osmia brevis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1389","Osmia brevis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1390","Osmia brevis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1391","Osmia brevis","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1392","Osmia bruneri","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1393","Osmia bruneri","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1394","Osmia bucephala","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1395","Osmia bucephala","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1396","Osmia tristella","Hymenoptera",201,"Penstemon glaber",1,"Present"
"1397","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1400","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1401","Anthophora terminalis","Hymenoptera",221,"Chamaenerion angustifolium",1,"Present"
"1402","Anaspis rufa","Coleoptera",187,"Rubus deliciosus",1,"Present"
"1403","Anaspis sp.","Coleoptera",187,"Rubus deliciosus",1,"Present"
"1405","Plagiognathus sp.","Hemiptera",196,"Geranium caespitosum",1,"Present"
"1406","Plagiognathus sp.","Hemiptera",196,"Geranium caespitosum",1,"Present"
"1407","Anthophora terminalis","Hymenoptera",192,"Penstemon glaber",1,"Present"
"1408","Anthophora terminalis","Hymenoptera",184,"Rubus idaeus var. strigosus",1,"Present"
"1409","Anthophora terminalis","Hymenoptera",175,"Penstemon glaber",1,"Present"
"1410","Anthophora terminalis","Hymenoptera",177,"Penstemon virens",1,"Present"
"1411","Anthophora terminalis","Hymenoptera",177,"Penstemon virens",1,"Present"
"1412","Anthophora terminalis","Hymenoptera",170,"Aquilegia coerulea",1,"Present"
"1414","Anthophora terminalis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"1416","Anthophora terminalis","Hymenoptera",203,"Geranium caespitosum",1,"Present"
"1430","Anaspis sp.","Coleoptera",218,"Chamaenerion angustifolium",1,"Present"
"1431","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1432","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1433","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1434","Anthophora terminalis","Hymenoptera",165,"Penstemon virens",1,"Present"
"1435","Anthophora terminalis","Hymenoptera",214,"Aconitum columbianum",1,"Present"
"1441","Anaspis sp.","Coleoptera",162,"Rubus deliciosus",2,"Present"
"1442","Anaspis sp.","Coleoptera",162,"Rubus deliciosus",7,"Present"
"1453","Anaspis sp.","Coleoptera",178,"Rubus deliciosus",1,"Present"
"1464","Anthophora terminalis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Present"
"1465","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1466","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1467","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1468","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1469","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1470","Anthophora terminalis","Hymenoptera",202,"Penstemon glaber",1,"Present"
"1471","Anthophora terminalis","Hymenoptera",199,"Geranium richardsonii",1,"Present"
"1472","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1473","Anthophora terminalis","Hymenoptera",199,"Geranium caespitosum",1,"Present"
"1474","Hylaeus verticalis","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1475","Lasioglossum (Lasioglossum) spp.","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1476","Hoplitis albifrons","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1477","Hoplitis fulgida","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1478","Osmia tristella","Hymenoptera",201,"Geranium caespitosum",1,"Present"
"1479","Nathalis iole","Lepidoptera",201,"Geranium caespitosum",1,"Present"
"1487","Coelioxys sp.","Hymenoptera",194,"Geranium caespitosum",1,"Present"
"1490","Anthophora terminalis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Present"
"1498","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1499","Hylaeus wootoni","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1500","Hoplitis producta","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1501","Osmia pusilla","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1502","Osmia tristella","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1503","Osmia tristella","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1504","Osmia tristella","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1505","Osmia tristella","Hymenoptera",191,"Penstemon glaber",1,"Present"
"1507","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1509","Anthophora terminalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1510","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1511","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1512","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1513","Anthophora terminalis","Hymenoptera",193,"Penstemon glaber",1,"Present"
"1517","Anthophora terminalis","Hymenoptera",181,"Penstemon glaber",1,"Present"
"1518","Hylaeus verticalis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1519","Hylaeus wootoni","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1520","Lasioglossum (Dialictus) spp.","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1521","Lasioglossum (Dialictus) spp.","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1522","Hoplitis truncata mescalerium","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1523","Osmia albolateralis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1524","Osmia albolateralis","Hymenoptera",194,"Penstemon glaber",1,"Present"
"1525","Osmia brevis","Hymenoptera",194,"Penstemon glaber",1,"Present"
